0.106349 0.099684 0.099684 0.101881 0.102686 0.093750 0.103030 0.103604 0.102339 0.095448 0.097810 0.098981 0.103348 0.100000 0.100437 0.100575 0.100583 0.103499 0.105263 0.101449 0.104803 0.104651 0.107872 0.107402 0.109489 0.116448 0.119534 0.127193 0.130246 0.132653 0.139942 0.144105 0.145954 0.144907 0.152518 0.145743 0.143670 0.141631 0.137834 0.139633 0.146479 0.142655 0.143258 0.144847 0.145833 0.143258 0.141864 0.145455 0.146099 0.149148 0.165498 0.209859 0.259912 0.334294 0.405028 0.460317 0.488619 0.486188 0.500722 0.505797 0.521355 0.520173 0.520509 0.514523 0.536170 0.541076 0.558480 0.572932 0.563150 0.566066 0.612954 0.519945 0.532684 0.552260 0.567568 0.562849 0.574648 0.575035 0.573677 0.586402 0.613394 0.609467 0.399784 0.378036 0.467337 0.470291 0.467500 0.471023 0.482630 0.500632 0.496241 0.488916 0.505821 0.490298 0.188069 0.182099 0.213656 0.240000 0.260523 0.272727 0.288684 0.298490 0.308051 0.314750 0.315131 0.311384 0.320312 0.336746 0.339471 0.338425 0.340426 0.333333 0.325146 0.317217 0.311475 0.298144 0.292627 0.279299 0.130524 0.132444 0.145308 0.139774 0.146241 0.152821 0.156923 0.158811 0.165128 0.168205 0.169405 0.169579 0.174538 0.183027 0.189409 0.192033 0.183778 0.191207 0.189355 0.184995 0.191161 0.189549 0.187050 0.185832 0.187500 0.192857 0.197757 0.205853 0.202020 0.192735 0.175758 0.170040 0.176884 0.170363 0.165996 0.162978 0.158426 0.157472 0.150000 0.156000 0.169000 0.158317 0.171000 0.161290
0.149206 0.134494 0.131329 0.139498 0.132701 0.135937 0.131818 0.133634 0.134503 0.127753 0.129927 0.128093 0.126638 0.127143 0.126638 0.129310 0.129738 0.132653 0.133041 0.130435 0.135371 0.133721 0.135569 0.137881 0.135766 0.136827 0.139942 0.141813 0.143271 0.142857 0.145773 0.148472 0.151734 0.153515 0.162590 0.160173 0.163585 0.161660 0.164557 0.165021 0.163380 0.172316 0.174157 0.179666 0.180556 0.179775 0.186370 0.187413 0.188652 0.187500 0.186536 0.188732 0.185022 0.187320 0.196927 0.200577 0.192716 0.200276 0.199134 0.194203 0.191458 0.188761 0.199434 0.197787 0.204255 0.206799 0.203216 0.192481 0.190193 0.183183 0.211690 0.195323 0.207232 0.211864 0.213371 0.206704 0.209859 0.204769 0.203147 0.196884 0.191781 0.218935 0.168103 0.161563 0.180905 0.182048 0.181250 0.184957 0.188586 0.190898 0.182957 0.184729 0.183700 0.177232 0.176946 0.169753 0.179515 0.187778 0.193402 0.192045 0.195150 0.190476 0.192532 0.188153 0.184300 0.181920 0.179688 0.184300 0.181818 0.183314 0.182033 0.179577 0.178947 0.172170 0.172131 0.169374 0.168203 0.161008 0.162384 0.157084 0.160444 0.159301 0.178167 0.169231 0.162051 0.161885 0.168205 0.172308 0.169405 0.165468 0.165298 0.173824 0.177189 0.176711 0.164271 0.164622 0.161720 0.160329 0.162384 0.158811 0.155190 0.152977 0.157787 0.162245 0.166157 0.173562 0.176768 0.169526 0.162626 0.158907 0.160804 0.151210 0.156942 0.140845 0.155399 0.148445 0.150000 0.156000 0.163000 0.158317 0.161000 0.161290
0.047619 0.041139 0.042722 0.045455 0.041074 0.040625 0.036364 0.039039 0.036550 0.035242 0.033577 0.032023 0.030568 0.034286 0.030568 0.034483 0.030612 0.034985 0.032164 0.034783 0.034934 0.033430 0.032070 0.034833 0.035036 0.036390 0.034985 0.035088 0.036179 0.036443 0.039359 0.042213 0.041908 0.044476 0.053237 0.049062 0.054054 0.058655 0.060478 0.063470 0.064789 0.066384 0.067416 0.069638 0.070833 0.073034 0.072323 0.072727 0.073759 0.075284 0.074334 0.083099 0.085169 0.096542 0.106145 0.111111 0.107739 0.111878 0.109668 0.110145 0.106038 0.105187 0.107496 0.106501 0.112057 0.114731 0.114035 0.109774 0.108470 0.109610 0.137441 0.114168 0.116829 0.125706 0.128023 0.127095 0.129577 0.126227 0.125894 0.123229 0.124810 0.189349 0.115302 0.098205 0.108040 0.108723 0.110000 0.112207 0.116625 0.118837 0.115288 0.114532 0.115136 0.115136 0.107179 0.085391 0.088106 0.094444 0.100114 0.101136 0.103926 0.102207 0.103851 0.103368 0.101251 0.101562 0.101562 0.103527 0.102417 0.101058 0.099291 0.097418 0.095906 0.094340 0.092506 0.091647 0.092166 0.090909 0.075026 0.071869 0.083754 0.089414 0.083419 0.081026 0.073846 0.074795 0.076923 0.077949 0.077002 0.076053 0.077002 0.077710 0.082485 0.079673 0.077002 0.078732 0.079836 0.079137 0.079137 0.077869 0.080164 0.078029 0.077869 0.080612 0.082569 0.085772 0.085859 0.084763 0.082828 0.078947 0.080402 0.077621 0.084507 0.083501 0.082745 0.087262 0.090000 0.080000 0.082000 0.090180 0.085000 0.085685
0.144444 0.142405 0.151899 0.145768 0.142180 0.151562 0.146970 0.139640 0.144737 0.136564 0.140146 0.138282 0.138282 0.137143 0.138282 0.137931 0.139942 0.144315 0.141813 0.140580 0.145560 0.143895 0.145773 0.148041 0.147445 0.152838 0.155977 0.159357 0.160637 0.163265 0.167638 0.174672 0.174855 0.176471 0.185612 0.171717 0.184922 0.184549 0.188467 0.191819 0.192958 0.192090 0.193820 0.200557 0.202778 0.198034 0.203060 0.206993 0.207092 0.205966 0.213184 0.235211 0.246696 0.276657 0.307263 0.326118 0.330804 0.335635 0.339105 0.343478 0.347570 0.340058 0.350778 0.343015 0.357447 0.359773 0.366959 0.363910 0.356612 0.349850 0.393365 0.356259 0.364395 0.372881 0.379801 0.374302 0.378873 0.377279 0.387697 0.379603 0.377473 0.417160 0.299569 0.273495 0.321608 0.323641 0.323750 0.330456 0.337469 0.345133 0.337093 0.334975 0.338939 0.326003 0.241658 0.222222 0.244493 0.254444 0.263936 0.268182 0.274827 0.277584 0.281214 0.282230 0.281001 0.281250 0.285714 0.290102 0.291139 0.291422 0.290780 0.287559 0.285380 0.275943 0.271663 0.265661 0.261521 0.251917 0.201439 0.185832 0.190716 0.209661 0.221421 0.216410 0.208205 0.203893 0.213333 0.219487 0.217659 0.215827 0.215606 0.223926 0.232179 0.233912 0.217659 0.224949 0.223132 0.219938 0.218911 0.218238 0.213772 0.214579 0.218238 0.222449 0.225280 0.240161 0.236364 0.226034 0.214141 0.207490 0.211055 0.200605 0.202213 0.201207 0.188698 0.192578 0.188000 0.209000 0.215000 0.211423 0.199000 0.225806
0.141270 0.129747 0.125000 0.119122 0.123223 0.121875 0.124242 0.124625 0.127193 0.118943 0.119708 0.120815 0.122271 0.122857 0.116448 0.123563 0.123907 0.125364 0.127193 0.126087 0.128093 0.125000 0.128280 0.129173 0.132847 0.136827 0.135569 0.141813 0.143271 0.144315 0.148688 0.151383 0.150289 0.143472 0.165468 0.161616 0.162162 0.160229 0.163150 0.167842 0.169014 0.169492 0.172753 0.175487 0.177778 0.176966 0.180807 0.183217 0.184397 0.183239 0.189341 0.208451 0.221733 0.239193 0.259777 0.279942 0.288316 0.283149 0.294372 0.300000 0.310751 0.302594 0.301273 0.300138 0.316312 0.325779 0.334795 0.345865 0.328380 0.343844 0.368088 0.305365 0.319889 0.338983 0.345661 0.343575 0.347887 0.349229 0.360515 0.358357 0.372907 0.377219 0.250000 0.233369 0.291457 0.298357 0.297500 0.298397 0.307692 0.319848 0.314536 0.307882 0.320828 0.314360 0.215369 0.199588 0.226872 0.237778 0.245734 0.248864 0.255196 0.257840 0.261377 0.263647 0.259386 0.262277 0.265625 0.268487 0.270426 0.269095 0.270686 0.268779 0.267836 0.262972 0.257611 0.251740 0.248848 0.238773 0.193217 0.185832 0.183653 0.199383 0.210093 0.212308 0.208205 0.206967 0.211282 0.212308 0.212526 0.210689 0.212526 0.220859 0.232179 0.231869 0.220739 0.224949 0.223132 0.215827 0.216855 0.216189 0.207605 0.209446 0.213115 0.218367 0.225280 0.236125 0.231313 0.223007 0.212121 0.207490 0.208040 0.200605 0.196177 0.190141 0.188698 0.183551 0.199000 0.197000 0.203000 0.189379 0.209000 0.214718
0.157143 0.156646 0.150316 0.133229 0.140600 0.159375 0.150000 0.145646 0.150585 0.151248 0.145985 0.145560 0.145560 0.150000 0.147016 0.152299 0.151603 0.153061 0.156433 0.155072 0.160116 0.159884 0.163265 0.166909 0.170803 0.170306 0.174927 0.179825 0.186686 0.183673 0.182216 0.206696 0.210983 0.213773 0.227338 0.230880 0.236131 0.233190 0.237693 0.246827 0.242254 0.247175 0.250000 0.252089 0.254167 0.257022 0.264256 0.261538 0.268085 0.261364 0.265077 0.276056 0.277533 0.291066 0.298883 0.305916 0.309560 0.314917 0.318903 0.324638 0.326951 0.328530 0.330976 0.316736 0.331915 0.332861 0.339181 0.339850 0.337296 0.321321 0.347551 0.339752 0.344924 0.354520 0.355619 0.354749 0.354930 0.356241 0.359084 0.359773 0.359209 0.347633 0.298491 0.289335 0.334171 0.337547 0.340000 0.340321 0.344913 0.351454 0.349624 0.346059 0.353169 0.337646 0.301314 0.293210 0.308370 0.313333 0.319681 0.322727 0.326790 0.327526 0.325554 0.328688 0.323094 0.329241 0.330357 0.326507 0.326812 0.325499 0.327423 0.328638 0.328655 0.321934 0.322014 0.320186 0.316820 0.301205 0.276465 0.264887 0.260343 0.270298 0.300721 0.305641 0.296410 0.294057 0.293333 0.302564 0.302875 0.294964 0.296715 0.305726 0.318737 0.322778 0.301848 0.307771 0.300921 0.292909 0.298047 0.290984 0.275437 0.278234 0.279713 0.284694 0.292559 0.311806 0.312121 0.299697 0.281818 0.268219 0.275377 0.260081 0.256539 0.250503 0.242180 0.245737 0.249000 0.262000 0.267000 0.272545 0.266000 0.301411
0.169841 0.169304 0.169304 0.170846 0.172196 0.170313 0.169697 0.172673 0.168129 0.168869 0.166423 0.164483 0.168850 0.164286 0.168850 0.166667 0.166181 0.167638 0.171053 0.172464 0.176128 0.174419 0.179300 0.177068 0.181022 0.183406 0.188047 0.191520 0.193922 0.193878 0.201166 0.208151 0.210983 0.212339 0.225899 0.225108 0.226174 0.227468 0.232068 0.225670 0.230986 0.225989 0.248596 0.247911 0.252778 0.254213 0.257302 0.264336 0.266667 0.267045 0.269285 0.285915 0.280470 0.293948 0.312849 0.317460 0.308042 0.321823 0.323232 0.321739 0.321060 0.311239 0.328147 0.320885 0.331915 0.334278 0.339181 0.323308 0.317979 0.301802 0.336493 0.327373 0.350487 0.353107 0.358464 0.351955 0.356338 0.352034 0.356223 0.345609 0.336377 0.355030 0.283405 0.280887 0.317839 0.319848 0.320000 0.330456 0.337469 0.340076 0.327068 0.331281 0.331177 0.314360 0.285137 0.274691 0.308370 0.317778 0.325370 0.325000 0.331409 0.331010 0.334889 0.333333 0.328783 0.323661 0.322545 0.333333 0.331415 0.332550 0.329787 0.326291 0.322807 0.314858 0.310304 0.303944 0.305300 0.285871 0.272354 0.260780 0.267407 0.270298 0.289392 0.291282 0.283077 0.280738 0.291282 0.297436 0.294661 0.291881 0.292608 0.304703 0.316701 0.310521 0.291581 0.298569 0.291709 0.283659 0.285714 0.282787 0.279548 0.276181 0.279713 0.284694 0.296636 0.305752 0.307071 0.289606 0.273737 0.266194 0.269347 0.260081 0.262575 0.254527 0.253280 0.245737 0.243000 0.262000 0.267000 0.272545 0.266000 0.269153
0.155556 0.150316 0.148734 0.145768 0.153239 0.151562 0.151515 0.154655 0.154971 0.149780 0.151825 0.155750 0.154294 0.155714 0.157205 0.158046 0.158892 0.161808 0.163743 0.162319 0.167394 0.167151 0.170554 0.171263 0.173723 0.180495 0.182216 0.185673 0.191027 0.192420 0.198251 0.206696 0.210983 0.213773 0.227338 0.226551 0.231863 0.233190 0.234880 0.245416 0.247887 0.252825 0.252809 0.261838 0.266667 0.266854 0.272601 0.275524 0.279433 0.257102 0.280505 0.294366 0.302496 0.296830 0.310056 0.324675 0.332322 0.321823 0.334776 0.337681 0.343152 0.332853 0.338048 0.333333 0.319149 0.348442 0.362573 0.363910 0.347697 0.357357 0.383886 0.334250 0.358832 0.374294 0.379801 0.374302 0.381690 0.378682 0.383405 0.385269 0.397260 0.393491 0.294181 0.270327 0.342965 0.348925 0.350000 0.352651 0.359801 0.371681 0.364662 0.359606 0.375162 0.363519 0.290192 0.272634 0.317181 0.330000 0.341297 0.343182 0.352194 0.353078 0.354726 0.355401 0.348123 0.347098 0.349330 0.354949 0.355581 0.354877 0.359338 0.356808 0.354386 0.352594 0.347775 0.336427 0.338710 0.327492 0.276465 0.286448 0.298688 0.300103 0.296601 0.301538 0.308718 0.307377 0.310769 0.313846 0.314168 0.310380 0.315195 0.325153 0.331976 0.330950 0.308008 0.314928 0.307062 0.299075 0.304214 0.301230 0.295992 0.295688 0.293033 0.297959 0.304791 0.321897 0.317172 0.299697 0.276768 0.266194 0.263317 0.250000 0.250503 0.243461 0.234107 0.236710 0.232000 0.250000 0.272000 0.279559 0.285000 0.279234
0.158730 0.151899 0.143987 0.144201 0.153239 0.145313 0.146970 0.147147 0.143275 0.140969 0.140146 0.136827 0.139738 0.137143 0.138282 0.139368 0.137026 0.141399 0.140351 0.139130 0.142649 0.140988 0.142857 0.140784 0.138686 0.141194 0.142857 0.140351 0.141823 0.138484 0.139942 0.144105 0.143064 0.142037 0.149640 0.147186 0.149360 0.150215 0.150492 0.156559 0.159155 0.159605 0.161517 0.164345 0.168056 0.168539 0.169680 0.172028 0.163121 0.167614 0.168303 0.171831 0.170338 0.161383 0.171788 0.181818 0.172989 0.175414 0.181818 0.178261 0.178203 0.168588 0.175389 0.181189 0.185816 0.178470 0.190058 0.184962 0.172363 0.183183 0.186414 0.165062 0.180807 0.192090 0.193457 0.187151 0.188732 0.185133 0.185980 0.178470 0.181126 0.165680 0.130388 0.124604 0.152010 0.150442 0.150000 0.151665 0.158809 0.164349 0.156642 0.155172 0.160414 0.157827 0.145602 0.133745 0.147577 0.160000 0.166098 0.168182 0.170901 0.168409 0.168028 0.166086 0.160410 0.160714 0.160714 0.160410 0.157652 0.155112 0.153664 0.152582 0.148538 0.146226 0.144028 0.142691 0.144009 0.145674 0.150051 0.146817 0.160444 0.150051 0.150360 0.154872 0.152821 0.153689 0.153846 0.157949 0.160164 0.155190 0.156057 0.159509 0.157841 0.165475 0.155031 0.157464 0.154555 0.152107 0.152107 0.148566 0.146968 0.148871 0.148566 0.152041 0.155963 0.157417 0.158586 0.154390 0.142424 0.140688 0.145729 0.136089 0.138833 0.140845 0.136226 0.140421 0.139000 0.139000 0.151000 0.143287 0.142000 0.129032
0.169841 0.143987 0.150316 0.144201 0.142180 0.142187 0.145455 0.141141 0.146199 0.140969 0.140146 0.144105 0.139738 0.142857 0.136827 0.137931 0.144315 0.142857 0.143275 0.142029 0.147016 0.145349 0.147230 0.148041 0.144526 0.148472 0.153061 0.156433 0.156295 0.157434 0.147230 0.168850 0.171965 0.173601 0.187050 0.184704 0.190612 0.187411 0.192686 0.201693 0.201408 0.199153 0.205056 0.207521 0.209722 0.212079 0.214186 0.216783 0.218440 0.217330 0.218794 0.223944 0.220264 0.224784 0.227654 0.232323 0.230653 0.236188 0.236652 0.240580 0.238586 0.237752 0.243281 0.233748 0.245390 0.247875 0.248538 0.245113 0.242199 0.229730 0.249605 0.253095 0.258693 0.264124 0.266003 0.263966 0.264789 0.263675 0.266094 0.263456 0.252664 0.266272 0.225216 0.214361 0.247487 0.246523 0.252500 0.252774 0.258065 0.261694 0.258145 0.256158 0.256145 0.243208 0.241658 0.231481 0.248899 0.251111 0.257110 0.256818 0.260970 0.260163 0.261377 0.257840 0.251422 0.257812 0.258929 0.254835 0.253165 0.253819 0.255319 0.254695 0.254971 0.248821 0.250585 0.245940 0.241935 0.230011 0.229188 0.217659 0.221998 0.230216 0.249228 0.245128 0.242051 0.240779 0.242051 0.248205 0.242300 0.238438 0.242300 0.246421 0.258656 0.258427 0.241273 0.247444 0.242579 0.237410 0.237410 0.230533 0.223022 0.222793 0.227459 0.230612 0.231397 0.250252 0.251515 0.243189 0.230303 0.225709 0.217085 0.216734 0.217304 0.209256 0.211907 0.205617 0.194000 0.221000 0.226000 0.219439 0.218000 0.225806
