;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160
0;46.00000;53.00000;3.00000;0.00000;17.00000;88.00000;4.00000;26.00000;92.00000;34.00000;13.00000;32.00000;3.00000;26.00000;5.00000;18.00000;28.00000;49.00000;53.00000;38.00000;34.00000;29.00000;27.00000;24.00000;30.00000;50.00000;35.00000;18.00000;41.00000;34.00000;1.00000;4.00000
