expl_var_class_0,expl_var_class_1,expl_var_class_2,expl_var_class_3,expl_var_class_4,expl_var_class_5,expl_var_mean,mae_class_0,mae_class_1,mae_class_2,mae_class_3,mae_class_4,mae_class_5,mae_mean,mse_class_0,mse_class_1,mse_class_2,mse_class_3,mse_class_4,mse_class_5,mse_mean,r2_class_0,r2_class_1,r2_class_2,r2_class_3,r2_class_4,r2_class_5,r2_mean,time
0.9815236674960187,0.9888627894531888,0.9926366918954279,0.9903760887902006,0.9467352853783526,0.9705916889259885,0.9784543686565295,0.018795711200737048,0.02010464927336326,0.01430061820337563,0.008246793710073036,0.010380513631525283,0.015826708791496415,0.01460916580176178,0.0018124640873596442,0.0014592333916378776,0.0008761138683215386,0.00038236494148542825,0.0007315240630417442,0.0013071017427978907,0.0010948003491073539,0.9815207032365025,0.988861863114269,0.9926362669159566,0.9903747666653254,0.9467306338703954,0.9705871749622098,0.9784519014607765,151.70402765274048
