expl_var_class_0,expl_var_class_1,expl_var_class_2,expl_var_class_3,expl_var_class_4,expl_var_class_5,expl_var_mean,mae_class_0,mae_class_1,mae_class_2,mae_class_3,mae_class_4,mae_class_5,mae_mean,mse_class_0,mse_class_1,mse_class_2,mse_class_3,mse_class_4,mse_class_5,mse_mean,r2_class_0,r2_class_1,r2_class_2,r2_class_3,r2_class_4,r2_class_5,r2_mean,time
0.9810037339126648,0.9898835213018297,0.9936830425200859,0.991852581197808,0.9416265937242367,0.9714957624486116,0.9782575391842062,0.018728092838727416,0.019595575833316375,0.01367770518245416,0.007789971720977439,0.010408945907082539,0.01546087376376863,0.014276860874387759,0.0018214187302670773,0.0013271464258597244,0.0007595747530109085,0.0003268170005259706,0.0007738141516234389,0.0012340234250689157,0.0010404657477260059,0.9810006944967299,0.9898834989564573,0.993683041083751,0.9918480033215489,0.9416175980495177,0.9714936669273896,0.9782544171392323,83.02738332748413
