expl_var_class_0,expl_var_class_1,expl_var_class_2,expl_var_class_3,expl_var_class_4,expl_var_class_5,expl_var_mean,mae_class_0,mae_class_1,mae_class_2,mae_class_3,mae_class_4,mae_class_5,mae_mean,mse_class_0,mse_class_1,mse_class_2,mse_class_3,mse_class_4,mse_class_5,mse_mean,r2_class_0,r2_class_1,r2_class_2,r2_class_3,r2_class_4,r2_class_5,r2_mean,time
0.9806349299819327,0.9898231359242071,0.9937996106993674,0.9914554943232039,0.9382379886162608,0.9715348360359309,0.977580999263484,0.018863761947556672,0.0196307427367978,0.013572992312591398,0.007997082085859093,0.010690941157925671,0.01554559755789413,0.014383519633104127,0.0018566341671272914,0.0013351116814232845,0.0007455650894080411,0.0003427858681323132,0.0008187364930210108,0.0012325824489357053,0.001055235958007941,0.9806333605980386,0.9898227818308631,0.9937995516300258,0.9914496820730336,0.938228316286542,0.9715269539337531,0.9775767743920428,89.98324489593506
