expl_var_class_0,expl_var_class_1,expl_var_class_2,expl_var_class_3,expl_var_class_4,expl_var_class_5,expl_var_mean,mae_class_0,mae_class_1,mae_class_2,mae_class_3,mae_class_4,mae_class_5,mae_mean,mse_class_0,mse_class_1,mse_class_2,mse_class_3,mse_class_4,mse_class_5,mse_mean,r2_class_0,r2_class_1,r2_class_2,r2_class_3,r2_class_4,r2_class_5,r2_mean,time
0.9834769539059901,0.9891506044394703,0.992918063714603,0.9923755811641967,0.9436197025232275,0.9739590374140573,0.9792499905269242,0.018091791598020622,0.01989174335655034,0.014186509142254868,0.007447884192243216,0.010278597038122545,0.015132837897336982,0.014171560537421428,0.001632844801708964,0.0014212586751899657,0.0008400142463764084,0.00030359809545925316,0.000764284110445352,0.00112716206707023,0.0010148603327083622,0.983476824577102,0.9891496817109272,0.9929172059941849,0.9923730484926321,0.9435986662915322,0.9739387915521801,0.9792423697697595,74.77626633644104
