expl_var_class_0,expl_var_class_1,expl_var_class_2,expl_var_class_3,expl_var_class_4,expl_var_class_5,expl_var_mean,mae_class_0,mae_class_1,mae_class_2,mae_class_3,mae_class_4,mae_class_5,mae_mean,mse_class_0,mse_class_1,mse_class_2,mse_class_3,mse_class_4,mse_class_5,mse_mean,r2_class_0,r2_class_1,r2_class_2,r2_class_3,r2_class_4,r2_class_5,r2_mean,time
0.9813453554410076,0.989809826490082,0.9933542026884962,0.9922964412619177,0.9356570968119501,0.9714244180993084,0.9773145567987939,0.018438830338370106,0.01910797225129418,0.013557806659880905,0.0074076955619519404,0.010235482046043493,0.01540208163733375,0.014024978082479064,0.001780914692619685,0.001354342690655987,0.0007990395738229368,0.00030973393672191154,0.0007702958283779207,0.0012642282862163183,0.0010464258347357932,0.9813425769721236,0.9898090401697207,0.9933541278411957,0.992292602491704,0.9356229714718588,0.9713955968331044,0.9773028192966177,137.02487206459045
